BHARTI AIRTEL LIMITED 

PAN India 

Call Details of Mobile No '9714499703' from '01-Jun-2025' to '05-Jun-2026' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'9714499703',SMT,Post,'AD-AIRBIL-S',,-,'24/04/2026',03:14:28,0,21.29198/72.87794,404-98-8331-241631233,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRBIL-S',,-,'24/04/2026',03:14:30,0,21.29669/72.8915,404-98-8331-230711560,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',09:55:29,32,21.29669/72.8915,404-98-8331-230711635,21.29198/72.87794,404-98-8331-241631313,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AD-AIRMNP-P',,-,'24/04/2026',10:02:32,0,21.29669/72.8915,404-98-8331-230711655,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRMNP-P',,-,'24/04/2026',10:02:34,0,21.29669/72.8915,404-98-8331-230711655,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRMNP-P',,-,'24/04/2026',10:02:35,0,21.29669/72.8915,404-98-8331-230711655,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'7861987040',2728,AIR-GJ,'24/04/2026',10:28:24,15,21.29669/72.8915,404-98-8331-230711655,21.29198/72.87794,404-98-8331-241631313,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128165664',3088,RJIL-GJ,'24/04/2026',10:29:29,28,21.29327/72.88987,404-98-8331-221532675,21.29198/72.87794,404-98-8331-241631313,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'24/04/2026',10:33:23,16,21.29669/72.8915,404-98-8331-230711560,21.29669/72.8915,404-98-8331-230711560,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',10:53:04,42,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',11:18:50,24,21.22388/72.89967,404-98-8307-231048295,21.22417/72.89507,404-98-8307-231408977,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',11:22:47,21,21.21335/72.90913,404-98-8307-236133735,21.20713/72.89108,404-98-8330-230521425,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'24/04/2026',11:29:00,20,21.22335/72.90272,404-98-8307-242295920,21.22335/72.90272,404-98-8307-242295890,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',OUT,Post,'7861987040',2728,AIR-GJ,'24/04/2026',11:30:51,36,21.22335/72.90272,404-98-8307-242295815,21.22335/72.90272,404-98-8307-242295816,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'24/04/2026',11:34:16,14,21.22335/72.90272,404-98-8307-242295891,21.22335/72.90272,404-98-8307-242295891,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'24/04/2026',11:36:54,12,21.22335/72.90272,404-98-8307-242295911,21.22335/72.90272,404-98-8307-242295891,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',SMT,Post,'VM-CANBNK-S',,-,'24/04/2026',11:43:58,0,21.22335/72.90272,404-98-8307-242295816,,---,'919820405577',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AG-AIRINF-T',,-,'24/04/2026',11:45:54,0,21.22335/72.90272,404-98-8307-242295911,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRBIL-S',,-,'24/04/2026',11:46:55,0,21.22335/72.90272,404-98-8307-242295911,,---,'919840011991',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VM-CANBNK-S',,-,'24/04/2026',11:46:57,0,21.22335/72.90272,404-98-8307-242295911,,---,'919702000556',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRBIL-S',,-,'24/04/2026',11:46:57,0,21.22335/72.90272,404-98-8307-242295911,,---,'919840011991',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRTEL-S',,-,'24/04/2026',11:47:05,0,21.22335/72.90272,404-98-8307-242295911,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRTEL-S',,-,'24/04/2026',11:47:07,0,21.22335/72.90272,404-98-8307-242295911,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VK-CANBNK-S',,-,'24/04/2026',11:58:20,0,21.23121/72.89262,404-98-8307-241910373,,---,'919830000151',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AX-ADHAAR-S',,-,'24/04/2026',12:13:31,0,21.23121/72.89262,404-98-8307-241910373,,---,'919845060672',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AX-LOCKER-S',,-,'24/04/2026',12:15:01,0,21.22824/72.88821,404-98-8307-231046767,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',12:16:55,36,21.23121/72.89262,404-98-8307-241910278,21.23121/72.89262,404-98-8307-241910278,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AG-650022-P',,-,'24/04/2026',12:17:30,0,21.23121/72.89262,404-98-8307-241910278,,---,'919831029344',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',12:21:27,14,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'TX-PYPL-S',,-,'24/04/2026',12:21:55,0,21.23121/72.89262,404-98-8307-241910278,,---,'912266862952',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'TX-PYPL-S',,-,'24/04/2026',12:21:56,0,21.23121/72.89262,404-98-8307-241910278,,---,'912266862952',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'CP-SLCEIT-T',,-,'24/04/2026',12:25:47,0,21.22824/72.88821,404-98-8307-231046767,,---,'911725699995',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AX-LOCKER-S',,-,'24/04/2026',12:29:10,0,21.23121/72.89262,404-98-8307-241910373,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'8128165664',3088,RJIL-GJ,'24/04/2026',12:38:42,33,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'24/04/2026',13:07:27,0,21.23121/72.89262,404-98-8307-241910373,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'24/04/2026',13:22:00,0,21.23121/72.89262,404-98-8307-241910373,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',13:41:52,68,21.21391/72.88892,404-98-8330-231408229,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',13:51:43,77,21.21391/72.88892,404-98-8330-231408239,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',SMT,Post,'JD-MOMSME-S',,-,'24/04/2026',14:13:37,0,21.21391/72.88892,404-98-8330-231408229,,---,'917011075005',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'24/04/2026',14:13:54,26,21.21391/72.88892,404-98-8330-231408209,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',14:17:36,51,21.21391/72.88892,404-98-8330-231408209,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',14:20:54,40,21.21391/72.88892,404-98-8330-231408209,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AD-AIRTEL-S',,-,'24/04/2026',14:37:55,0,21.21391/72.88892,404-98-8330-231408229,,---,'919840011981',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-AIRTEL-S',,-,'24/04/2026',14:37:56,0,21.21391/72.88892,404-98-8330-231408229,,---,'919840011981',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',14:39:10,51,21.21391/72.88892,404-98-8330-231408229,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',14:42:17,26,21.21391/72.88892,404-98-8330-231408229,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8347865461',3088,RJIL-GJ,'24/04/2026',14:43:31,27,21.21391/72.88892,404-98-8330-231408229,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'24/04/2026',14:50:00,0,21.21391/72.88892,404-98-8330-231408229,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VA-PYPL-S',,-,'24/04/2026',15:03:42,0,21.21391/72.88892,404-98-8330-231408239,,---,'919885705602',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VA-PYPL-S',,-,'24/04/2026',15:03:43,0,21.21391/72.88892,404-98-8330-231408239,,---,'919885705602',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'JD-ADHAAR-T',,-,'24/04/2026',15:06:35,0,21.21391/72.88892,404-98-8330-231408239,,---,'917011075004',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VA-PYPL-S',,-,'24/04/2026',15:07:06,0,21.21391/72.88892,404-98-8330-231408239,,---,'919885705603',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-ADHAAR-T',,-,'24/04/2026',15:08:28,0,21.21391/72.88892,404-98-8330-231408239,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VM-PYPL-S',,-,'24/04/2026',15:11:34,0,21.21391/72.88892,404-98-8330-231408239,,---,'919820405576',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VM-PYPL-S',,-,'24/04/2026',15:11:35,0,21.21391/72.88892,404-98-8330-231408239,,---,'919820405576',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AD-LOCKER-S',,-,'24/04/2026',15:11:37,0,21.21391/72.88892,404-98-8330-231408239,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VK-PYPL-S',,-,'24/04/2026',15:18:01,0,21.21391/72.88892,404-98-8330-231408239,,---,'919830000150',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VK-PYPL-S',,-,'24/04/2026',15:18:04,0,21.21391/72.88892,404-98-8330-231408239,,---,'919830000150',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'07969269359',,-,'24/04/2026',15:18:26,96,21.21391/72.88892,404-98-8330-231408209,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'VA-PYPL-S',,-,'24/04/2026',15:22:27,0,21.21391/72.88892,404-98-8330-231408229,,---,'919885705604',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VA-PYPL-S',,-,'24/04/2026',15:22:28,0,21.21391/72.88892,404-98-8330-231408229,,---,'919885705604',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',15:26:41,13,21.21391/72.88892,404-98-8330-231408209,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',15:28:54,13,21.21391/72.88892,404-98-8330-231408209,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',15:31:45,32,21.21391/72.88892,404-98-8330-231408134,21.21391/72.88892,404-98-8330-231408134,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',15:33:49,57,21.21391/72.88892,404-98-8330-231408229,21.21391/72.88892,404-98-8330-231408129,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'AD-LOCKER-S',,-,'24/04/2026',15:35:59,0,21.21391/72.88892,404-98-8330-231408134,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'8488888043',3088,RJIL-GJ,'24/04/2026',15:54:49,23,21.21391/72.88892,404-98-8330-231408229,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',15:59:17,58,21.21391/72.88892,404-98-8330-231408209,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:06:18,25,21.21391/72.88892,404-98-8330-231408211,21.21391/72.88892,404-98-8330-231408211,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:11:27,63,21.22417/72.89507,404-98-8307-231408897,21.22417/72.89507,404-98-8307-231408900,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:14:35,17,21.23963/72.88818,404-98-8307-236431718,21.23963/72.88818,404-98-8307-236431618,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:18:32,69,21.24601/72.88597,404-98-8307-241044486,21.24601/72.88597,404-98-8307-241044561,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:36:51,52,21.29669/72.8915,404-98-8331-230711635,21.29669/72.8915,404-98-8331-230711635,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:42:34,23,21.29669/72.8915,404-98-8331-230711555,21.29669/72.8915,404-98-8331-230711555,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:44:21,41,21.29198/72.87794,404-98-8331-241631233,21.29669/72.8915,404-98-8331-230711560,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',16:48:19,28,21.29669/72.8915,404-98-8331-230711665,21.29669/72.8915,404-98-8331-230711560,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',17:05:29,54,21.24234/72.88804,404-98-8307-241706322,21.23963/72.88818,404-98-8307-236431618,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'24/04/2026',17:17:14,0,21.22998/72.90179,404-98-8307-230538351,,---,'917011075005',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'8347865461',3088,RJIL-GJ,'24/04/2026',17:20:26,12,21.22998/72.90179,404-98-8307-230538341,21.22998/72.90179,404-98-8307-230538241,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',OUT,Post,'7861987040',2728,AIR-GJ,'24/04/2026',17:22:12,26,21.22998/72.90179,404-98-8307-230538344,21.23657/72.89906,404-98-8307-232012882,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'VA-CANBNK-S',,-,'24/04/2026',17:35:04,0,21.22998/72.90179,404-98-8307-230538341,,---,'919885705602',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'24/04/2026',17:36:21,12,21.23657/72.89906,404-98-8307-232012882,21.23657/72.89906,404-98-8307-232012882,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',17:38:23,20,21.22998/72.90179,404-98-8307-230538351,21.22998/72.90179,404-98-8307-230538241,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',17:39:46,23,21.22998/72.90179,404-98-8307-230538246,21.22998/72.90179,404-98-8307-230538246,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'VM-CANBNK-S',,-,'24/04/2026',17:40:28,0,21.22998/72.90179,404-98-8307-230538246,,---,'919702000556',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'8488888043',3088,RJIL-GJ,'24/04/2026',17:58:44,15,21.23121/72.89262,404-98-8307-241910353,21.23121/72.89262,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8347865461',3088,RJIL-GJ,'24/04/2026',18:11:23,27,21.2116/72.86422,404-98-8245-233251591,21.2116/72.86422,404-98-8245-233251591,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8347865461',3088,RJIL-GJ,'24/04/2026',18:13:37,9,21.20955/72.86458,404-98-8222-236806993,21.20955/72.86458,404-98-8222-236806993,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8347865461',3088,RJIL-GJ,'24/04/2026',18:15:49,20,21.2116/72.86422,404-98-8245-233251686,21.20955/72.86458,404-98-8222-236806993,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',SMT,Post,'VM-CANBNK-S',,-,'24/04/2026',18:22:05,0,21.2116/72.86422,404-98-8245-233251696,,---,'919702000556',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'AX-CANBNK-S',,-,'24/04/2026',18:23:05,0,21.2116/72.86422,404-98-8245-233251696,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',18:42:52,164,21.20713/72.89108,404-98-8330-230521425,21.21876/72.89545,404-98-8307-240911105,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'24/04/2026',18:50:31,11,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'7861987040',2728,AIR-GJ,'24/04/2026',20:42:03,17,21.23121/72.89262,404-98-8307-241910278,21.23121/72.89262,404-98-8307-241910278,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'7861987040',2728,AIR-GJ,'24/04/2026',20:48:04,210,21.24601/72.88597,404-98-8307-241044561,21.25947/72.88565,404-98-8307-236892517,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'24/04/2026',20:53:02,19,21.25947/72.88565,404-98-8307-236892517,21.25947/72.88565,404-98-8307-236892517,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'24/04/2026',20:53:51,32,21.2741/72.86936,404-98-8331-236717574,21.2741/72.86936,404-98-8331-236717574,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'24/04/2026',21:45:46,249,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9909811830',4106,VODA-GJ,'24/04/2026',22:20:01,1756,21.29669/72.8915,404-98-8331-230711635,21.29051/72.89434,404-98-8331-232984145,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'25/04/2026',00:28:00,0,21.29051/72.89434,404-98-8331-232984073,,---,'917011075004',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
